claimReviewed,itemReviewed.author.name,itemReviewed.datePublished,datePublished,reviewRating.alternateName,language,domain,converted_label
Duque fue nombrado director de Concordia por la Amazonía por la ONU,,,2022-09-26 22:50:57,cuestionable,es,colombiacheck.com,mixture
Vicepresidenta dijo que se han incautado más de 40.000 armas en el Paro,,,2021-06-22 20:32:43,cuestionable,es,colombiacheck.com,mixture
Petro fue detenido en 1985 con el fusil de dotación de un policía asesinado,,,2022-01-25 22:44:11,cuestionable,es,colombiacheck.com,mixture
Enjuagues bucales matan al coronavirus en 30 segundos,,,2020-11-20 22:50:43,cuestionable,es,colombiacheck.com,mixture
Uso de saliva mejor que hisopado nasofaríngeo una gota contagia medio mundo,,,2021-05-25 21:45:08,cuestionable,es,colombiacheck.com,mixture
Joven asesinado en Floridablanca por la Policía mientras caminaba.,,,2021-05-04 16:33:40,cuestionable,es,colombiacheck.com,mixture
Así va el aplanamiento de la curva epidemiológica de COVID-19 en Colombia,,,2020-05-12 16:34:39,cuestionable,es,colombiacheck.com,mixture
Cuatro pilotos de avión de la compañía aérea British Airways han muerto por culpa de la vacuna contra el covid-19,Varias fuentes,2021-06-19,2021-07-01 12:38:00,engañoso,es,factual.afp.com,mostly false
La FDA ha prohibido las vacunas contra la covid de Pfizer y Moderna en Estados Unidos. ,,,2023-04-28 00:00:00,engañoso,es,newtral.es,mostly false
"“La derecha [PP, Cs y Vox] (...) cuando han tenido la oportunidad de aprobar la reforma laboral en España (...) han votado en contra. La subida del salario mínimo interprofesional, han votado en contra, la subida de las pensiones, han votado en contra”",Pablo Zuloaga,2023-05-24,2023-05-25 00:00:00,engañoso,es,newtral.es,mostly false
"“Todas las comunidades autónomas han contratado más profesorado para afrontar el curso escolar. Todas menos tres: Murcia, Madrid y Andalucía.”",Martina Velarde,2021-09-06,2021-09-14 00:00:00,engañoso,es,newtral.es,mostly false
Los venezolanos que migraron a Colombia tendrán cupo asegurado en colegios y universidades,Varias fuentes,2019-06-26,2019-07-29 18:37:00,engañoso,es,factual.afp.com,mostly false
"Ayuso ha afirmado, sin que la desmienta Casado, que sanidad y educación pública no son sostenibles y que a corto plazo, quien necesite un profesor o un médico tendrá que pagarlo.",,,2021-11-17 00:00:00,engañoso,es,newtral.es,mostly false
Se filtra una foto en la que se ve cómo la Policía Nacional tiene cajas con munición de 9 milímetros en las aceras del Congreso durante la investidura de Pedro Sánchez.,,,2023-11-15 00:00:00,engañoso,es,newtral.es,mostly false
Una bombilla se enciende con una compresa compuesta de grafeno,Varias fuentes,2022-08-14,2022-08-31 17:33:00,engañoso,es,factual.afp.com,mostly false
"Según una encuesta EDADES que hacía el Ministerio de Sanidad, uno de cada cuatro jugadores de juegos de azar y de apuestas desarrolla lo que se podría llamar un trastorno del juego",Alberto Garzón,,2020-07-10 00:00:00,engañoso,es,newtral.es,mostly false
La miocarditis y la percarditis son enfermedades incurables e irreversibles que pueden ser causadas por las vacunas contra el covid-19,Varias fuentes,2021-12-14,2021-12-17 16:50:00,engañoso,es,factual.afp.com,mostly false
El PSOE ha subido el impuesto a tipos máximos,Ricardo Tarno Blanco,,2018-11-13 00:00:00,engañoso,es,newtral.es,mostly false
"El feminismo de la ministra de Igualdad Irene Montero y la secretaria de Estado de Igualdad y contra la Violencia de Género Ángela Rodríguez (Pam) muy divertido y civilizado Ministerio de Igualdad, esas son sus representantes",Varias fuentes,2023-03-09,2023-03-15 15:46:00,engañoso,es,factual.afp.com,mostly false
En febrero de 2023 Canadá “busca latinos” de entre 18 y 55 años que “hablen español para ocupar puestos” de trabajo según se ve en video. ,,,2023-03-01 00:00:00,engañoso,es,univision.com,mostly false
"""Toda la evidencia apunta al hecho de que nuestros niños son 17 veces más propensos a sufrir efectos nocivos de la influenza estacional que del coronavirus”","Dan Forrest, vicegobernador de Carolina del Norte",2020-09-02,2020-09-17 00:00:00,engañoso,es,telemundo.com,mostly false
El grafeno es un componente de las vacunas contra el Covid-19 y además son magnéticas,Varias fuentes,2021-06-04,2021-06-14 18:19:00,engañoso,es,factual.afp.com,mostly false
Este vídeo de un edificio tambaleándose y del derrumbamiento en un cruce pertenecen al terremoto en México de 2022. ,,,2022-09-20 00:00:00,engañoso,es,newtral.es,mostly false
"""En los dos últimos años hemos subido un 3% las pensiones""",María Jesús Montero,,2019-11-07 00:00:00,engañoso,es,newtral.es,mostly false
"Cataluña es la comunidad donde produjeron más delitos el 2021, pero es la tercera con la mayor tasa de criminalidad.",Jorge Buxadé,,2022-03-25 18:05:00,engañoso,es,verificat.cat,mostly false
"El uso de las mascarillas provoca cáncer, hongos, bacterias, hipoxia, mareos, acidificación",Varias fuentes,2021-07-02,2021-09-21 18:07:00,engañoso,es,factual.afp.com,mostly false
El director de la OMS lanzó un nuevo virus llamado Marburg con síntomas similares al del covid-19 y aún no se tiene vacuna para prevenirlo,Varias fuentes,2021-09-29,2021-10-25 22:26:00,engañoso,es,factual.afp.com,mostly false
"El tifón Saola devasta la costa de Hong Kong en lo que se describe como el fenómeno más fuerte desde 1949, como se puede ver en este vídeo.",,2023-09-08,2023-09-08 00:00:00,engañoso,es,newtral.es,mostly false
El WEF ha reclutado guerreros de la información para controlar Internet,Varias fuentes,2022-08-20,2022-08-24 21:50:00,engañoso,es,factual.afp.com,mostly false
El café es la fuente del calentamiento global del planeta.,,2024-02-10,2024-02-21 00:00:00,engañoso,es,univision.com,mostly false
¿Me estoy perdiendo de algo? Las botas de Neil Armstrong son distintas a su huella en la Luna,Varias fuentes,2018-03-22,2021-03-04 20:10:00,engañoso,es,factual.afp.com,mostly false
La activista sueca sugirió anteponer la energía nuclear que proviene de plantas ya existentes al uso del carbón.,El Patriota Diario,,2022-10-21 14:55:00,engañoso,es,verificat.cat,mostly false
Meme de marchas anti AMLO FOX Calderón y EPN,Múltiples fuentes,2019-05-05,2019-05-16 00:25:00,engañoso,es,factual.afp.com,mostly false
“Una inflación que ya hace que la energía cueste un 30% más y el pan cueste un 20% más”,Pablo Casado,2021-11-10,2021-11-11 00:00:00,engañoso,es,newtral.es,mostly false
Fotos muestran que Australia está floreciendo tras incendios,Fuentes múltiples,2020-01-10,2020-02-19 19:40:00,engañoso,es,factual.afp.com,mostly false
Esta es la vacuna AstraZeneca con fecha 15 de marzo de 2020. ¿Aún crees que no estaba todo planeado?”,,2021-01-28,2021-01-30 00:00:00,engañoso,es,newtral.es,mostly false
Atentado incendian queman antena 5G en La Spezia Italia,varias fuentes,2020-04-17,2020-05-13 20:08:00,engañoso,es,factual.afp.com,mostly false
"""Blackstone, un fondo buitre, ya se ha convertido en el mayor casero de España""",Pablo Iglesias,,2019-11-04 00:00:00,verdad a medias,es,newtral.es,mostly true
“El pasado mes de junio fue el peor en materia de paro de los últimos diez años”,Pablo Casado,,2019-07-22 00:00:00,verdad a medias,es,newtral.es,mostly true
"""[Vox] votó en contra de la subida de las pensiones""",Pablo Iglesias,2021-04-23,2021-04-29 00:00:00,verdad a medias,es,newtral.es,mostly true
"“Ha sido este Gobierno el que les ha subido los salarios [a la Policía] un 24%. (...) El Gobierno del PP que tanto les apoya ahora, por lo visto, no les apoyaba nunca en la mejora de las condiciones laborales”",Enrique Santiago,2021-12-13,2021-12-14 00:00:00,verdad a medias,es,newtral.es,mostly true
“Éramos la comunidad autónoma con menos desempleo de España y ahora ya somos la cuarta”,Javier de Andrés,2023-11-06,2023-11-07 00:00:00,verdad a medias,es,newtral.es,mostly true
“Vemos como la primera delegación internacional europea ha sido expulsada por Maduro”,Teodoro García Egea,2019-02-18,2019-02-22 00:00:00,verdad a medias,es,newtral.es,mostly true
"""Somos, creo, la ciudad del Estado que destina más dinero por habitante a limpieza""",Ada Colau,2022-09-05,2022-09-12 00:00:00,verdad a medias,es,newtral.es,mostly true
“Usted tiene ahora mismo aquí en Castilla-La Mancha el 47% de empresas inactivas” ,David Moreno,2023-05-22,2023-05-24 00:00:00,verdad a medias,es,newtral.es,mostly true
[Eslovenia] es un país que hizo hace 30 años un referéndum unilateral y que proclamó la independencia unilateralmente,Albert Botran,2021-11-10,2021-11-12 00:00:00,verdad a medias,es,newtral.es,mostly true
"“Hoy, el 50% del depósito de cualquier vehículo son impuestos”",Cuca Gamarra,2022-03-09,2022-03-10 00:00:00,verdad a medias,es,newtral.es,mostly true
"“En Andalucía, el impuesto de sucesiones se bajó con un ejecutivo socialista con el acuerdo con Cs. No fue Moreno Bonilla, fue Susana Díaz quien bajó los impuestos”",María Jesús Montero,2021-04-21,2021-04-23 00:00:00,verdad a medias,es,newtral.es,mostly true
"“No es casualidad, según los datos de la EPA, que Madrid sea la única región española donde el paro ha bajado en octubre”",Isabel Díaz Ayuso,2023-11-07,2023-11-08 00:00:00,verdad a medias,es,newtral.es,mostly true
"""El PP votó en contra de la alarma y dijo que había que levantarla. Es una contradicción monumental, en la alarma dijeron ‘lo hubiéramos hecho muchísimo mejor si no tuviéramos alarma’ y luego cuando se levanta hacen el discurso contrario”",Carmen Calvo,2020-09-05,2020-09-08 00:00:00,verdad a medias,es,newtral.es,mostly true
"Ni siquiera Ciudadanos en estos últimos cuatro años, que tenían muchos más escaños que Vox, ha entrado en los gobiernos",Javier Maroto,,2019-07-10 00:00:00,verdad a medias,es,newtral.es,mostly true
"""La venta de coches ha caído un 30% [en términos interanuales] y un 9% a lo largo del año""",Teodoro García Egea,,2019-09-18 00:00:00,verdad a medias,es,newtral.es,mostly true
" “No necesitamos 136 diputados en la Asamblea de Madrid, que yo he estado dos años ahí y me ha escandalizado lo que he visto: 136 diputados cobrando 4.500 euros al mes”",Rocío Monasterio,2021-04-21,2021-04-22 00:00:00,verdad a medias,es,newtral.es,mostly true
"""En 2008 Obama tuvo que repetir su juramento porque se equivocó en un adverbio""",Pablo Casado,,2019-05-23 00:00:00,verdad a medias,es,newtral.es,mostly true
“El dato del crecimiento de los seguros privados en Navarra del año 2015 al año 2022 se ha aumentado en un 73% (...) Navarra es la segunda comunidad en la que más se han incrementado los seguros privados en España”,Javier Esparza,2023-05-16,2023-05-18 00:00:00,verdad a medias,es,newtral.es,mostly true
"""La ministra dice que el PIB de España está por encima del de Francia y del de Alemania. Y la cuenta del PSOE lo difunde. El desprecio a la verdad es de tal magnitud que ya solo se compite por crear la mentira más eficaz""",Guillermo Díaz,2023-04-10,2023-04-12 00:00:00,verdad a medias,es,newtral.es,mostly true
ERC hemos votado 28 de los 29 reales decretos gratis. Todos menos el de los fondos buitre,Gabriel Rufián,,2019-07-23 00:00:00,verdad a medias,es,newtral.es,mostly true
“Hay una resolución del Congreso de los Diputados de la época del Gobierno del Partido Popular a favor del reconocimiento del Estado palestino y de la solución de los dos Estados votada por unanimidad”,Esteban González Pons,2023-11-22,2023-11-24 00:00:00,verdad a medias,es,newtral.es,mostly true
"“A partir del próximo curso universitario en Castilla y León, el precio de la primera matrícula de máster habilitante será un 27% más barato. Cumplimos nuestro compromiso de seguir bajando los precios de la educación universitaria”",Alfonso Fernández Mañueco,2022-05-24,2022-05-26 00:00:00,verdad a medias,es,newtral.es,mostly true
“[En Extremadura] tenemos unas listas de espera en Sanidad absolutamente escandalosas y no las hay en otras regiones de España”,Ángel Pelayo,2023-05-17,2023-05-19 00:00:00,verdad a medias,es,newtral.es,mostly true
"""Hoy nos hemos enterado por la prensa que hay 15 plazas mir que han quedado vacantes (en Aragón). Es decir, que prefieren los profesionales, a veces irse fuera a otras comunidades""",Alejandro Nolasco,2023-05-15,2023-05-17 00:00:00,verdad a medias,es,newtral.es,mostly true
“Dos de cada tres plazas en Castilla y León en las residencias son privadas; se ha hecho negocio con la protección de nuestros mayores”,Luis Tudanca,2022-02-09,2022-02-11 00:00:00,verdad a medias,es,newtral.es,mostly true
"""Cataluña es la líder en tests de detección del coronavirus, 370.000 entre PCR y antígenos a la semana""",Pere Aragonès,2021-01-29,2021-01-31 00:00:00,verdad a medias,es,newtral.es,mostly true
"""Somos los quintos en vacunación en Europa y duodécimos del mundo""",Salvador Illa,2021-01-31,2021-02-01 00:00:00,verdad a medias,es,newtral.es,mostly true
“Ahora mismo estamos importando gas de Francia”,Inés Arrimadas,2022-08-11,2022-08-16 00:00:00,verdad a medias,es,newtral.es,mostly true
"“Andalucía es la comunidad, superando a Cataluña, con más trabajadores autónomos de España”",Juan Manuel Moreno,2021-10-02,2021-10-05 00:00:00,verdad a medias,es,newtral.es,mostly true
Hace seis meses que no viene a una sesión de control,Albert Rivera,,2019-09-11 00:00:00,verdad a medias,es,newtral.es,mostly true
Un salario mínimo permite comprar 4 litros de leche en Venezuela y 297 en Argentina,Andrei Serbin Pont,2019-07-28,2019-08-01 22:35:00,verdadero,es,factual.afp.com,true
Macri ganó entre los argentinos en el exterior y Fernández entre los electores presos,Fuentes múltiples,2019-11-01,2019-11-04 23:18:00,verdadero,es,factual.afp.com,true
Video de Juan Guaidó en Madrid,Juan Guaidó,2020-01-25,2020-01-27 21:50:00,verdadero,es,factual.afp.com,true
Con Rajoy recuperamos todo el empleo femenino destruido en los Gobiernos de Zapatero,Pablo Casado,,2019-03-06 00:00:00,verdadero,es,newtral.es,true
"De cada 500.000 embarazos, 100.000 acaban en una interrupción voluntaria",Pablo Casado,,2019-04-24 00:00:00,verdadero,es,newtral.es,true
"""No estaba de acuerdo con mi presidente, porque la política era permitir la deportación de personas que, según la propia definición del ICE, no eran criminales""",Kamala Harris ,2019-06-27,2020-10-28 00:00:00,verdadero,es,telemundo.com,true
El aborto por causal de violación es legal en todos los hospitales públicos de México,Múltiples fuentes,2019-08-06,2019-09-19 00:40:00,verdadero,es,factual.afp.com,true
"“Los inmigrantes indocumentados pagaron 11,700 millones de dólares en impuestos estatales y federales en 2014”.",Julian Castro,2020-09-27,2020-10-05 00:00:00,verdadero,es,telemundo.com,true
Carlos Slim sugiere elevar la edad de jubilación a 75 años,,,2018-09-21 16:30:00,verdadero,es,factual.afp.com,true
"Un político de Vox propone el sacrificio de perros abandonados ""inadoptables""",Múltiples fuentes,2019-12-16,2019-12-19 19:31:00,verdadero,es,factual.afp.com,true
España puede multar con hasta 901.000 euros al barco de Open Arms,Fuentes múltiples,2019-07-01,2019-07-10 17:41:00,verdadero,es,factual.afp.com,true
"Hitler, Stalin y Jomeini fueron persona del año de Time, como Greta Thunberg ahora",Varias fuentes,2019-12-11,2019-12-16 20:58:00,verdadero,es,factual.afp.com,true
AMLO ofrece empleos 4.000 empleos a caravana migrante,Mientras Tanto en México,2020-01-17,2020-01-30 14:00:00,verdadero,es,factual.afp.com,true
Video de Petro en la ONU fue manipulado para incluir aplausos,,,2023-09-22 17:19:25,verdadero,es,colombiacheck.com,true
"Video de carabineros golpeando a personas en Valparaíso, Chile",Fuentes múltiples,2019-10-24,2019-10-30 23:05:00,verdadero,es,factual.afp.com,true
Militares uruguayos hicieron un árbol de Navidad con armas y municiones,Javier Umpierrez,2019-12-22,2019-12-27 17:42:00,verdadero,es,factual.afp.com,true
"“En cuanto a los bajos salarios y las limitadas prestaciones de los trabajadores de la salud que trabajan a domicilio, el 40% sigue recibiendo cupones para alimentos o Medicaid""",Joe Biden,2020-07-21,2020-10-30 00:00:00,verdadero,es,telemundo.com,true
Paola Holguín envió mensaje de audio exhortando a la reserva activa,,,2020-08-05 00:16:24,verdadero,es,colombiacheck.com,true
Quien tiene perro y gatos cuidado al pisar; las heces contagian un parásito en la piel,Múltiples fuentes,2019-06-04,2019-07-01 21:14:00,verdadero,es,factual.afp.com,true
Aeropuerto de Ushuaia más de 2 cruceros coronavirus a pleno,fuentes varias,2020-02-01,2020-02-17 21:38:00,verdadero,es,factual.afp.com,true
Tenemos el mismo número de egresados que países como Alemania,Susana Díaz,,2018-11-30 00:00:00,verdadero,es,newtral.es,true
"Paliza agresión de vigilantes a un joven en Plaza de Catalunya, en Barcelona",,,2019-04-04 10:43:00,verdadero,es,factual.afp.com,true
"Un video que muestra el testimonio del hoy fallecido activista argentino Fabián Tomasi ha sido visto y compartido miles de veces en Facebook y en Twitter en las últimas semanas. Aunque algunos usuarios han puesto en duda la publicación, su contenido es real. Fabian Tomasi murió luego de luchar por años contra el uso de herbicidas",,,2018-10-16 19:43:00,verdadero,es,factual.afp.com,true
Luchador colombiano expone un mensaje contra la corrupción en una bandera,,,2021-09-24 16:54:52,verdadero,es,colombiacheck.com,true
(En Cataluña) Tenemos las peores listas de espera en dependencia de toda España,Inés Arrimadas,,2019-03-19 00:00:00,verdadero,es,newtral.es,true
Esta foto es de marcha en Cúcuta contra el gobierno de Petro,,,2022-10-31 22:34:31,verdadero,es,colombiacheck.com,true
En las encuestas no se pregunta por la monarquía,Pablo Iglesias,,2018-11-16 00:00:00,verdadero,es,newtral.es,true
La declaración reafirma el compromiso de 19 de los 20 países con los acuerdos de París,Pedro Sánchez Pérez-Castejón,,2018-11-30 00:00:00,verdadero,es,newtral.es,true
"“En 2018 nos visitaron 82,6 millones, una cifra récord”",Pedro Sánchez,,2019-01-25 00:00:00,verdadero,es,newtral.es,true
Eso mismo [el veto parental] hace un mes y medio lo firmaron en la Junta de Andalucía,Fernando López Miras,,2020-01-22 00:00:00,verdadero,es,newtral.es,true
