claimReviewed,itemReviewed.author.name,itemReviewed.datePublished,datePublished,reviewRating.alternateName,language,domain,converted_label
Hay una &quot;pandilla latino-rumana&quot; que te atacará si les avisas de que van con las luces apagadas del coche,,,2019-09-12 00:00:00,falso,es,maldita.es,false
Presentadores de TV palestina apoyan a chilenos con lesiones oculares,Múltiples cuentas,2019-11-18,2019-11-19 22:45:00,falso,es,factual.afp.com,false
Un colegio de Alicante sienta a los niños sobre una bandera republicana para un cuentacuentos,,,2021-04-30 00:00:00,falso,es,maldita.es,false
Una joven escapó de Alemania Oriental al cruzar una línea blanca en 1955,Varias fuentes,2019-08-16,2021-11-22 14:29:00,falso,es,factual.afp.com,false
La productora Warner Bros colocó en Dubái un gran holograma 3D al lado del Burj Khalifa en el que se ve a una Barbie de 600 metros saliendo de su caja y caminando por la calle.,,,2023-07-31 00:00:00,falso,es,newtral.es,false
Un grupo de musulmanes se ha manifestado en Mislata «en contra del pueblo español»,,,2019-11-12 00:00:00,falso,es,newtral.es,false
"Esta es la rosa de Sarón, sus semillas son como granos de arena",Varias fuentes,2021-04-27,2022-01-21 16:57:00,falso,es,factual.afp.com,false
El general estadounidense Thomas Hurley murió en un combate de tanques en Gaza,Varios Autores,2023-11-13,2023-11-21 22:42:00,falso,es,factual.afp.com,false
"[España] “es la nación más antigua del mundo, junto con Francia”",Alberto Núñez Feijóo,2022-03-11,2022-03-16 00:00:00,falso,es,newtral.es,false
La gripe aviar no existe ni se contagia entre animales,varias fuentes,2023-04-15,2023-04-25 21:54:00,falso,es,factual.afp.com,false
"La presidenta de la Comunidad de Madrid, Isabel Díaz Ayuso, ha inaugurado un centro espacial llamado ""Carrero Blanco""",Varias fuentes,2023-03-04,2023-03-07 15:36:00,montaje,es,factual.afp.com,false
Imagen del canal de Venecia repleto de cisnes rosados durante la cuarentena por el coronavirus,,,2020-05-11 00:00:00,falso,es,maldita.es,false
Julia Otero ha escrito esta carta sobre Cataluña,,,2019-11-06 00:00:00,falso,es,newtral.es,false
Encuesta da 71% de las preferencias a Pedro Castillo en balotaje en Perú,Varias fuentes,2021-04-24,2021-04-28 15:40:00,falso,es,factual.afp.com,false
Rodolfo se reune con Uribe en la campaña presidencial,,,2022-06-16 12:27:18,cuestionable,es,colombiacheck.com,mixture
Petro con excomandante del frente 33 que hizo atentado en Bogotá en 2022,,,2022-03-30 17:42:20,cuestionable,es,colombiacheck.com,mixture
Quintuplicamos las energías renovables no convencionales de 2018 a 2020,,,2020-08-10 23:44:33,cuestionable,es,colombiacheck.com,mixture
Un aborto se hace extrayendo por partes el feto desarrollado con una pinza,,,2020-02-28 13:15:25,cuestionable,es,colombiacheck.com,mixture
Gobierno ordenará toque de queda nacional del 15 al 18 de enero de 2021,,,2021-01-15 22:21:02,cuestionable,es,colombiacheck.com,mixture
Peso se devaluó 25% (23%) desde la elección de Petro hasta hace unos días,,,2022-11-22 21:30:52,cuestionable,es,colombiacheck.com,mixture
De roux: aprecio mucho a Pablo Beltrán,,,2022-07-14 17:54:45,cuestionable,es,colombiacheck.com,mixture
Iniciamos la construcción del Metro de Bogotá,,,2021-08-06 21:13:51,cuestionable,es,colombiacheck.com,mixture
Iván Duque muestra cuadro comparado masacres de su gobierno con el anterior,,,2020-08-22 21:48:14,cuestionable,es,colombiacheck.com,mixture
Cultivos ilícitos han disminuido en el 20% en mi gobierno,,,2021-06-21 22:16:25,cuestionable,es,colombiacheck.com,mixture
"Más de 300 personas desaparecidas han aparecido, eran falsas denuncias",,,2021-06-28 14:48:52,cuestionable,es,colombiacheck.com,mixture
Estados Unidos promulgará ley dominical,,,2021-12-14 21:12:45,cuestionable,es,colombiacheck.com,mixture
"Resguardamos más de 4 millones de empleos, ayudando más de 194.000 empresas",,,2021-08-06 16:32:31,cuestionable,es,colombiacheck.com,mixture
Duque afirmó que Uribe pertenecía a grupos paramilitares en columna de 1998,,,2020-08-27 19:32:58,cuestionable,es,colombiacheck.com,mixture
Pfizer dijo que no hicieron pruebas de transmisión antes de sacar vacunas,,,2022-10-19 17:19:47,cuestionable,es,colombiacheck.com,mixture
Mivacunadigital.com ofrece certificados de vacunación digital en Colombia,,,2021-09-08 15:20:40,cuestionable,es,colombiacheck.com,mixture
Claudia López se burló de pequeñas y medianas empresas de Bogotá,,,2020-04-17 13:54:28,cuestionable,es,colombiacheck.com,mixture
"Paola Holguín le dice a Juan Fonseca que ""deje de llorar por un solo ojo""",,,2021-05-28 17:01:06,cuestionable,es,colombiacheck.com,mixture
Petro destapando ollas muy podridas,,,2022-10-31 23:26:10,cuestionable,es,colombiacheck.com,mixture
Vacuna Janssen contra COVID-19 es de las más ineficaces (a enero de 2021),,,2021-02-03 11:05:02,cuestionable,es,colombiacheck.com,mixture
Joven asesinado en Floridablanca por la Policía mientras caminaba.,,,2021-05-04 16:33:40,cuestionable,es,colombiacheck.com,mixture
El mejor herbicida para combatir los cultivos ilegales se llama glifosato,,,2018-11-01 20:22:26,cuestionable,es,colombiacheck.com,mixture
"Petro dijo ""los pobres quieren todo regalado""",,,2022-11-04 20:15:35,cuestionable,es,colombiacheck.com,mixture
La anulación de la mesada 14 que fue en realidad hecha por Uribe,,,2023-07-21 21:25:51,cuestionable,es,colombiacheck.com,mixture
Policías estadounidenses arrestan por error a agente del FBI,,,2020-06-02 14:54:58,cuestionable,es,colombiacheck.com,mixture
"Duque dice que ha hecho la mayor inversión en educación, cultura y deporte.",,,2021-08-06 23:34:42,cuestionable,es,colombiacheck.com,mixture
"No está escrito en los acuerdos la palabra conocimiento, la palabra,saber",,,2023-04-19 19:10:36,cuestionable,es,colombiacheck.com,mixture
"Petro (en febrero de 2022), a 6 puntos de ganar Presidencia en 1a vuelta",,,2022-02-18 20:53:54,cuestionable,es,colombiacheck.com,mixture
El déficit del fondo de precios de combustibles por falta de pago de Duque,,,2022-09-20 17:27:13,cuestionable,es,colombiacheck.com,mixture
"Telecom, liquidada por Á. Uribe, era la empresa más próspera de Colombia",,,2023-04-04 20:55:45,cuestionable,es,colombiacheck.com,mixture
"De cada 100 euros de gasolina, 57 son para Pedro Sánchez",Varias fuentes,2022-03-27,2022-04-06 16:42:00,engañoso,es,factual.afp.com,mostly false
Cayetanos manifestándose porque no pueden ir al Corte Inglés y la policía haciéndose selfies con ellos,,,2020-10-02 00:00:00,engañoso,es,newtral.es,mostly false
Un mensaje que reivindica las marchas de pensionistas en Madrid usa una foto de 2018 hecha en Bilbao,,,2019-10-20 00:00:00,engañoso,es,newtral.es,mostly false
“No sé si hay otras comunidades autónomas que han levantado dos hospitales públicos”,Isabel Díaz Ayuso,2021-12-20,2021-12-22 00:00:00,engañoso,es,newtral.es,mostly false
"""[España] no es una democracia. No lo digo yo, también lo dice el informe de 'The Economist', que ha rebajado el índice de democracia de España""",Aurora Madaula,2022-05-14,2022-05-25 00:00:00,engañoso,es,newtral.es,mostly false
Meme de Ebrard sobre la Línea 12 del Metro en Ciudad de México,Varias fuentes,2021-05-04,2021-05-10 23:26:00,engañoso,es,factual.afp.com,mostly false
"Desde 2016, el Ayuntamiento de Barcelona ha construido 1.442 viviendas públicas, ha adquirido en el mercado privado 1.349 y ha captado en torno a un millar a través del servicio de la Bolsa de Alquiler principalmente",Anna Grau,,2023-01-16 13:00:00,engañoso,es,verificat.cat,mostly false
(La Constitución) implica un consenso en el que no estuvo en su momento la Alianza Popular de Manuel Fraga,Pablo Iglesias,,2019-07-12 00:00:00,engañoso,es,newtral.es,mostly false
"Altos niveles de CO₂ en un entorno cerrado no causan fallecimientos, pero en la atmósfera pueden causar un gran impacto",Me levanto cabreo como el murciano encabronao,,2022-08-19 13:15:00,engañoso,es,verificat.cat,mostly false
"La estación cerrará momentáneamente el fin de semana del 17 y 18 de septiembre por obras, pero el lunes 19 volverá a abrir y continuará en funcionamiento, como mínimo, hasta el 2 de diciembre. Los usuarios que compartieron el tuit reconocieron más tarde que se habían equivocado.",Carlos R. Escuredo,,2022-09-09 16:28:00,engañoso,es,verificat.cat,mostly false
Este vídeo muestra a prorrusos del Donbás que celebran el referéndum y la anexión a Rusia.,,,2022-12-27 00:00:00,engañoso,es,newtral.es,mostly false
"Es cierto que el presupuesto global de las 50 universidades públicas fue inferior en 2019 que en 2009, pero 21 universidades españolas sí tuvieron una financiación superior a la de diez años antes.",Joan Subirats,,2022-03-15 18:00:00,engañoso,es,verificat.cat,mostly false
"Las infecciones se produjeron, pero no porque la vacuna sea ineficiente, sino porque no aporta la inmunidad total hasta después de la segunda dosis",,,2021-01-21 18:24:00,engañoso,es,verificat.cat,mostly false
"“[La multa por la Directiva Europea 2016/680] ha sido la primera vez que se ha impuesto una doble sanción a un Estado miembro""",Miriam Nogueras,2021-11-10,2021-11-11 00:00:00,engañoso,es,newtral.es,mostly false
Suspensión del Plan B de la reforma electoral impidió a ciudadanos a votar por consejeros electorales del INE y los partidos políticos los elegirán,Varias fuentes,2023-03-30,2023-04-17 17:59:00,engañoso,es,factual.afp.com,mostly false
Policía china detiene a un hombre con coronavirus,Varias fuentes,2020-02-24,2020-02-25 21:21:00,engañoso,es,factual.afp.com,mostly false
"El viernes se produjo un robo con violencia en Badalona, pero los Mossos niegan que los autores le hayan cortado las orejas a la víctima",,,2020-06-30 15:05:00,engañoso,es,verificat.cat,mostly false
Rodríguez Zapatero fue abucheado en noviembre de 2021 en Venezuela,Varios autores,2021-11-21,2021-11-22 22:31:00,engañoso,es,factual.afp.com,mostly false
En Estados Unidos hubo 2.433 muertes fetales por las vacunas contra el covid-19,Varias fuentes,2021-11-11,2021-11-23 19:18:00,engañoso,es,factual.afp.com,mostly false
Columna de vehículos en Londres apoya a Palestina en su guerra contra Israel tras la escalada de octubre de 2023 y pide hacer la guerra santa con gritos antisemitas.,,,2023-10-13 00:00:00,engañoso,es,newtral.es,mostly false
Un bebé que murió en 1971 puede votar en el plebiscito de 2022 en Chile,Varias Fuentes,2022-08-18,2022-08-23 19:03:00,engañoso,es,factual.afp.com,mostly false
Policía y Ejército de Austria apoyan protesta contra medidas sanitarias por covid-19,Varias fuentes,2021-10-19,2021-11-25 20:47:00,engañoso,es,factual.afp.com,mostly false
Joe Biden se durmió en una reunión con el primer ministro israelí,Varias fuentes,2021-08-29,2021-09-09 18:31:00,falta contexto,es,factual.afp.com,mostly false
"Esto no es Venezuela, esto es Francia señores. No es la dictadura de Maduro, es el gobierno democrático de Macron",,,2019-02-11 16:19:00,engañoso,es,factual.afp.com,mostly false
Estafa de inversiones ganaderas por dirigente político uruguayo es actual,Varias fuentes,2021-11-27,2021-12-10 15:50:00,engañoso,es,factual.afp.com,mostly false
"“Sobre el crecimiento económico. Nos está intentando trasladar a los españoles que la economía española va así, que vamos de primeros. Pero el problema de este gráfico es que está al revés. Es que somos los últimos en reconocimiento [crecimiento] del PIB”",Alberto Núñez Feijóo,2023-07-10,2023-07-11 00:00:00,engañoso,es,newtral.es,mostly false
Este video muestra una protesta de padres de familia del Estado de México en contra de los nuevos libros de texto gratuito de la Secretaría de Educación Pública,Varias fuentes,2023-08-05,2023-08-14 23:17:00,engañoso,es,factual.afp.com,mostly false
"""El empleo está en su peor cifra de los últimos seis años""",Pablo Casado,,2020-01-03 00:00:00,engañoso,es,newtral.es,mostly false
El tapabocas volvió a ser obligatorio en toda Colombia,Varios autores,2022-08-24,2022-08-02 00:05:00,falta contexto,es,factual.afp.com,mostly false
"""Tenemos un 47% de nuestros jóvenes menores de 25 años en paro""",Diego Canga,2023-05-17,2023-05-19 00:00:00,engañoso,es,newtral.es,mostly false
“Galicia es desde hoy la única comunidad de España en la que la educación infantil de cero a tres años es gratuita para todos los niños” ,Alfonso Rueda,2022-09-05,2022-09-08 00:00:00,verdad a medias,es,newtral.es,mostly true
“Hemos situado a España en el top 25 mundial de los países con mayor respeto a la ley según el Rule of Law Index”,Pedro Sánchez,2023-10-24,2023-10-25 00:00:00,verdad a medias,es,newtral.es,mostly true
Felipe Muñoz empezó el proceso de liquidación DAS en el gobierno de Uribe,,,2020-07-07 13:47:20,verdadero pero,es,colombiacheck.com,mostly true
Colombia con la tasa de secuestros más baja en más de cuatro décadas: Duque,,,2020-08-10 21:48:12,verdadero pero,es,colombiacheck.com,mostly true
“Se han bajado los impuestos a unos pocos y crecemos menos y creamos menos empleo que en el resto del país”,José Vélez,2023-05-19,2023-05-23 00:00:00,verdad a medias,es,newtral.es,mostly true
Salario mínimo frente al promedio en Colombia es de los más altos del mundo,,,2020-12-17 21:48:39,verdadero pero,es,colombiacheck.com,mostly true
"“Hoy, el 50% del depósito de cualquier vehículo son impuestos”",Cuca Gamarra,2022-03-09,2022-03-10 00:00:00,verdad a medias,es,newtral.es,mostly true
"“Somos la segunda comunidad autónoma con el gravamen autonómico de IRPF más bajo de España, detrás de Madrid”",Alfonso Fernández Mañueco,2021-11-30,2021-12-09 00:00:00,verdad a medias,es,newtral.es,mostly true
“Desde hace ya años el Gobierno de España les debe a los castellanos y leoneses 182 millones de euros del IVA que no le da la gana de pagar a Sánchez”,Javier Maroto,2022-01-13,2022-01-19 00:00:00,verdad a medias,es,newtral.es,mostly true
"“Ahí está la posibilidad de que las personas homosexuales puedan contraer matrimonio. Por cierto, una ley que sigue recurrida en el Tribunal Constitucional por parte del Partido Popular”",Pilar Alegría,2022-10-20,2022-10-24 00:00:00,verdad a medias,es,newtral.es,mostly true
"""No es normal que un cazador necesite una licencia distinta en función del territorio de España en el que se encuentre""",Santiago Abascal,2019-03-19,2019-03-27 00:00:00,verdad a medias,es,newtral.es,mostly true
En estos 12 últimos meses se están creando 1.483 empleos diariamente,Pedro Sánchez,,2019-04-22 00:00:00,verdad a medias,es,newtral.es,mostly true
"“El Consejo General del Poder Judicial lleva dos años y medio caducado, algo que constituye una anomalía sin precedentes”",Pablo Fernández,2021-07-19,2021-07-21 00:00:00,verdad a medias,es,newtral.es,mostly true
"""Somos la comunidad autónoma que más recursos recibe de fondos europeos para liderar su modernización y su desarrollo y eso es gracias a un gobierno socialista""",Juan Espadas,2023-02-12,2023-02-14 00:00:00,verdad a medias,es,newtral.es,mostly true
El coronavirus SARS-CoV-2 es viable por horas o días en superficies,,,2020-03-24 19:07:55,verdadero pero,es,colombiacheck.com,mostly true
"""Blackstone, un fondo buitre, ya se ha convertido en el mayor casero de España""",Pablo Iglesias,,2019-11-04 00:00:00,verdad a medias,es,newtral.es,mostly true
Los datos de paro desestacionalizado son los peores en nueve años,Pablo Casado,,2019-07-26 00:00:00,verdad a medias,es,newtral.es,mostly true
Se supone que las balas de goma estaban prohibidas en Cataluña,Pablo Iglesias,,2019-10-17 00:00:00,verdad a medias,es,newtral.es,mostly true
"“A partir del próximo curso universitario en Castilla y León, el precio de la primera matrícula de máster habilitante será un 27% más barato. Cumplimos nuestro compromiso de seguir bajando los precios de la educación universitaria”",Alfonso Fernández Mañueco,2022-05-24,2022-05-26 00:00:00,verdad a medias,es,newtral.es,mostly true
"A tres años del acuerdo, ni una víctima ha sido reparada con bienes de Farc",,,2020-07-07 16:30:21,verdadero pero,es,colombiacheck.com,mostly true
"En España hay 1,8 millones de familias monoparentales que la mitad está en el umbral de la pobreza",Albert Rivera,,2019-04-23 00:00:00,verdad a medias,es,newtral.es,mostly true
En el gobierno de Uribe se creó una comisión para reformar al DAS,,,2020-07-07 14:01:43,verdadero pero,es,colombiacheck.com,mostly true
"""Jamás en la historia de España ninguna formación política ha aceptado un veto""",Pablo Iglesias,,2019-08-25 00:00:00,verdad a medias,es,newtral.es,mostly true
"“En Aragón, el PP redujo el presupuesto de sanidad un 13,25%. El PSOE lo ha aumentado un 40,41%. En 2022, me comprometo a que no habrá ningún recorte”",Javier Lambán,2022-03-11,2022-03-15 00:00:00,verdad a medias,es,newtral.es,mostly true
[Eslovenia] es un país que hizo hace 30 años un referéndum unilateral y que proclamó la independencia unilateralmente,Albert Botran,2021-11-10,2021-11-12 00:00:00,verdad a medias,es,newtral.es,mostly true
"“Es la primera vez desde que hay registro en el INE que hay un balance migratorio positivo, que viene más gente de la que se va”",Francisco Igea,2022-02-06,2022-02-08 00:00:00,verdad a medias,es,newtral.es,mostly true
4 millones de niños del sistema público no han vuelto a clases en 09/2021,,,2021-10-11 17:46:42,verdadero pero,es,colombiacheck.com,mostly true
"""Hemos visto por un lado como el gobierno central sí que ha conseguido aumentar y, aparte, quiero poner en valor con un acuerdo progresista, el presupuesto en Sanidad en un 150%”",Jéssica Albiach,2021-01-31,2021-02-02 00:00:00,verdad a medias,es,newtral.es,mostly true
La calidad del aire de Bogotá ha mejorado en los últimos 10 años,,,2020-02-25 03:01:03,verdadero pero,es,colombiacheck.com,mostly true
La cárcel concentra el 95 por ciento del contagio de Villavicencio,,,2020-05-27 11:55:48,verdadero pero,es,colombiacheck.com,mostly true
Izan bandera cubana y argentina en el día de la bandera en una escuela en Chaco,https://www.facebook.com/fava.marcelo.1,2018-06-20,2019-06-28 00:25:00,verdadero,es,factual.afp.com,true
Jordi Cuixart ha escrito una carta desde el Supremo para denunciar el juicio del Procés el 4 de abril. Nos ha llegado esta carta a través de whatsapp para verificar si era una información falsa. Los alumnos de periodismo de la facultad de Periodismo de la Universidad de Vic y de la facultad de Comunicación Blanquerna han colaborado con Verificat en la verficación sobre esta noticia,,,2019-05-09 09:33:00,cierto,es,verificat.cat,true
Un vídeo muestra una hilera de autobuses por el acto de Carles Puigdemont en Paripiñán,Varias fuentes,2020-03-01,2020-03-04 16:12:00,verdadero,es,factual.afp.com,true
(En Cataluña) Tenemos las peores listas de espera en dependencia de toda España,Inés Arrimadas,,2019-03-19 00:00:00,verdadero,es,newtral.es,true
"Verificat ha investigado la autenticidad de dos videos que corren por la red con una furgoneta de los Mossos d'Esquadra en dirección contraria mientras gritan “Veníd! somos gente de paz!..” persiguiendo a tres jóvenes que huyen por una calle de Tarragona y que se han viralizado estos días. Para verificarlo hemos empleado técnicas de geolocalización, análisis de imágen y de los audios. Nuestra investigación nos ha llevado a deducir que los videos no están manipulados, y que el hecho insólito que pasó la noche del 15 de octubre hacia las 12 de la noche a la calle Monasterio de Poblet de Tarragona es cierto. ",,,2019-10-18 07:53:00,cierto,es,verificat.cat,true
Foto viral es fue en Cali y es de otra protesta,,,2023-02-17 22:56:45,verdadero,es,colombiacheck.com,true
Radiografías de pulmón de un paciente de 28 años con Coronavirus,Varias fuentes,2020-03-16,2020-03-24 18:23:00,verdadero,es,factual.afp.com,true
Es necesario recordar que en esa región viven 20 millones e brasileños,Jair Bolsonaro,,2019-08-28 00:00:00,verdadero,es,newtral.es,true
Estatua de Colón en el DF será reemplazada por escultura indígena,,,2021-10-26 21:57:54,verdadero,es,colombiacheck.com,true
Marta Lucía Ramírez dijo que Trump sería el Chávez de Estados Unidos,,,2020-10-20 20:41:17,verdadero,es,colombiacheck.com,true
Se pueden prevenir muertes por COVID-19 acostando al paciente boca abajo,Varias fuentes,2020-04-14,2020-04-15 19:18:00,verdadero,es,factual.afp.com,true
Niños blancos y negros fueron divididos en un salón de clases,Fuentes múltiples,,2019-03-28 20:02:00,verdadero,es,factual.afp.com,true
La imagen ha sido publicada por uno de los organizadores del encuentro en su cuenta de Twitter,Internet,,2022-03-18 19:00:00,cierto,es,verificat.cat,true
"Iguazú es un colador, siguen entrando miles y miles de turistas",Varias fuentes,2020-03-25,2020-04-08 18:23:00,verdadero,es,factual.afp.com,true
Manizales es una de las 9 ciudades donde no hay sobrecostos por la pandemia,,,2020-07-21 20:43:07,verdadero,es,colombiacheck.com,true
Eso mismo [el veto parental] hace un mes y medio lo firmaron en la Junta de Andalucía,Fernando López Miras,,2020-01-22 00:00:00,verdadero,es,newtral.es,true
17.000 familias indígenas beneficiadas proyectos de gobernanza ambiental,,,2020-10-05 21:00:34,verdadero,es,colombiacheck.com,true
"""Sabemos que de las 50 personas que el Presidente Trump designó a la corte de apelación ni uno es negro""",Kamala Harris,2020-10-07,2020-10-07 00:00:00,verdadero,es,telemundo.com,true
"La vivienda social representa apenas un 2,5% del parque en nuestro país",José Luis Ábalos Meco,,2018-11-21 00:00:00,verdadero,es,newtral.es,true
Publicar selfies o fotos mostrando el voto en la cédula de sufragio en Perú puede ser castigado con hasta un año de cárcel,Varias fuentes,2021-04-10,2021-04-11 17:09:00,verdadero,es,factual.afp.com,true
"Camiones militares llevan cuerpos en Bérgamo, Lombardía, Italia",Varias fuentes,2020-03-18,2020-03-24 22:47:00,verdadero,es,factual.afp.com,true
"""Según el CIS, los españoles sitúan al PP en la escala ideológica más centrada desde 2012""",Pablo Casado,,2020-01-14 00:00:00,verdadero,es,newtral.es,true
Nos habéis hecho llegar un documento del Departament de Salut con una lista de efectos secundarios adversos destinado a personal sanitario y no a la ciudadanía en general,,,2021-03-11 18:39:00,cierto,es,verificat.cat,true
Esta foto muestra a afganos huyendo de un avión C-17 de Estados Unidos,,,2021-08-18 00:05:49,verdadero,es,colombiacheck.com,true
Mayoría de firmantes del acuerdo de paz son campesinos que no tienen tierra,,,2020-07-17 17:04:41,verdadero,es,colombiacheck.com,true
"""Nos acaba de decir la OIT que España es la campeona en la temporalidad""",Yolanda Díaz,,2019-02-22 00:00:00,verdadero,es,newtral.es,true
Paola Holguín envió mensaje de audio exhortando a la reserva activa,,,2020-08-05 00:16:24,verdadero,es,colombiacheck.com,true
Una urna electoral en Toledo estaba sin precinto durante las elecciones generales de Uruguay en 2019,Varias fuentes,2019-10-27,2019-10-28 23:51:00,verdadero,es,factual.afp.com,true
"""Más de 20,000 de ellos luchan contra el coronavirus en la primera línea de batalla""",Joe Biden ,2020-10-22,2020-10-22 00:00:00,cierto,es,telemundo.com,true
"Si la mascarilla tiene una sola capa de tela, puede usar otra encima para obtener el nivel recomendado de protección.","Jason McDonald, portavoz de los CDC",,2021-02-22 00:00:00,verdad,es,univision.com,true
