claimReviewed,itemReviewed.author.name,itemReviewed.datePublished,datePublished,reviewRating.alternateName,language,domain,converted_label
"Este video muestra ""bombardeos israelíes sobre Gaza"".",,2023-10-15,2023-10-20 00:00:00,falso,es,univision.com,false
Las vacunas son una “terapia genética experimental” y no inmunizan,Steven Hotze,2021-02-26,2021-04-12 00:00:00,falso,es,univision.com,false
"Esta foto muestra a un grupo de ""chinos africanos"" que colonizaron Japón",Varios autores,2021-06-01,2021-10-13 18:55:00,falso,es,factual.afp.com,false
Escultura de feto o bebé hecha por hombre cuya esposa embarazada falleció,Varias fuentes,2017-09-21,2021-11-05 21:20:00,falso,es,factual.afp.com,false
Todo este video en el que se observa el lanzamiento de cohetes muestra la magnitud de la situación del conflicto entre Israel y Hamas.,,2023-10-08,2023-10-24 00:00:00,engañoso,es,univision.com,mostly false
"
¿Algunas personas pueden sufrir síntomas del covid-19 que no se van por meses?",Usuarios redes sociales,,2021-04-09 00:00:00,verdad,es,univision.com,
El archivo &quot;el rey Juan Carlos vuelve a España para entregarse a la Justicia&quot; enviado por WhatsApp te hackea el teléfono en 10 segundos.,,,2023-11-23 00:00:00,falso,es,maldita.es,false
Mark Zuckerberg dijo que publicar el Padre Nuestro viola las políticas de Facebook.,,,2024-04-09 00:00:00,falso,es,univision.com,false
Declaraciones de Sira Rego: “acabando con los empresarios acabaremos con el desempleo&quot;,,,2023-11-23 00:00:00,falso,es,maldita.es,false
Alberto Núñez Feijóo: &quot;Nosotros hacemos un terrorismo callejero de segundo grado&quot;,,,2023-11-23 00:00:00,contexto,es,maldita.es,
Alto funcionario de Israel dice que &quot;tenemos material de sobra para destruir al Gobierno de España y a los partidos que lo conforman&quot;,,,2023-11-24 00:00:00,contexto,es,maldita.es,
Ministro de Finanzas de Níger llora tras el golpe de Estado,Varias fuentes,2023-07-29,2023-08-11 11:01:00,falso,es,factual.afp.com,false
Ernest Urtasun dice “la unidad de españa me suda la polla”,,,2023-11-24 00:00:00,falso,es,maldita.es,false
El video muestra bombas de fósforo blanco cayendo sobre Gaza en octubre de 2023,Varias fuentes,2023-10-11,2023-10-21 01:06:00,falso,es,factual.afp.com,false
Se están cometiendo “crímenes de guerra” y experimentos humanos sin consentimiento con las vacunas contra el covid-19,Médico británico,,2021-03-30 00:00:00,falso,es,univision.com,false
La ley de Seguridad Nacional permitirá al Gobierno “expropiar bienes privados” o “saquear los ahorros” de los españoles,,,2023-11-24 00:00:00,falso,es,maldita.es,false
"Arotz González Gorka, marido de Marlaska, es titular de una cuenta con ingresos anómalos",,,2023-11-28 00:00:00,contexto,es,maldita.es,
"China busca la aprobación de la corte para matar a los más de 20,000 pacientes con coronavirus",Varias fuentes,2020-02-06,2020-02-11 20:13:00,engañoso,es,factual.afp.com,mostly false
Las vacunas hacen su efecto de inmediato,usuarios de redes sociales,,2021-03-26 00:00:00,falso,es,univision.com,false
En Hungría la policía está recogiendo a los de 50 años y más de las calles para ser puestos en cuarentena por COVID-19 coronavirus,Fuentes varias,2020-04-08,2020-04-20 18:25:00,falso,es,factual.afp.com,false
Van a imponer por la fuerza el euro digital (CBDC),,,2023-11-28 00:00:00,contexto,es,maldita.es,
Jordi Cruz ha dicho en El Hormiguero que su “mayor generador de ganancias es un programa de operación automática de criptomoneda llamado Bitcoin Era”,,,2021-12-30 00:00:00,falso,es,maldita.es,false
Video muestra largas colas de autos y estaciones sin gasolina debido a una manifestación de camioneros hispanohablantes en contra de la nueva ley migratoria en Florida.,,2023-05-14,2023-05-24 00:00:00,falso,es,univision.com,false
Disney “acaba de publicar que no puedes entrar [a sus parques de Orlando y California] sin que tus hijos reconozcan que dentro del parque no le pueden llamar a un niño ‘él’ o ‘ella”.,,,2023-05-26 00:00:00,falso,es,univision.com,false
"""Últimas Noticias"": “Temperaturas gélidas” golpean Estados Unidos y se está extendiendo “una histórica ráfaga de aire ártico”, como muestra un video. ",,2023-05-18,2023-05-30 00:00:00,falso,es,univision.com,false
Las vacunas se pueden transportar en carritos de helado,Gobernador peruano,2021-03-08,2021-03-18 00:00:00,falso,es,univision.com,false
"Agenda 2030 prohibirá, por ley, comer carne, y limitará la ropa que podemos comprar y las calorías diarias que cada persona va a poder ingerir.",,,2023-09-13 00:00:00,contexto,es,maldita.es,
Mujer Canadá: No la dejan salir de la ciudad de 15 minutos,,,2023-03-09 00:00:00,falso,es,maldita.es,false
Video de la ejecución de una mujer por talibanes en Afganistán,Varias fuentes,2021-08-16,2021-08-18 17:31:00,falso,es,factual.afp.com,false
Macron ha excluido a Pedro Sánchez de una reunión de líderes europeos en París,,,2023-11-28 00:00:00,contexto,es,maldita.es,
Esta foto es de personas evacuadas de Afganistán en un avión militar,Varias fuentes,2021-08-15,2021-08-18 22:50:00,falso,es,factual.afp.com,false
Foto de mujer encadenada fue tomada en Afganistán,Varias fuentes,2021-08-17,2021-08-19 16:52:00,falso,es,factual.afp.com,false
"Celebración de los talibanes tras conquistar la ciudad de Maidan, a 30 km de Kabul, Afganistán",Varias Fuentes,2021-08-17,2021-08-19 18:10:00,falso,es,factual.afp.com,false
John Kerry dice que “debemos sacrificar miles de millones de seres humanos para salvar el planeta Tierra”,,,2023-11-28 00:00:00,falso,es,maldita.es,false
Palestinos tapados con sábanas fingiendo estar muertos,,,2023-11-29 00:00:00,falso,es,maldita.es,false
"Las muertes por covid-19 en EEUU superan la de las dos guerras mundiales, Vietnam y los ataques del 11 de septiembre",Joe Biden,2021-03-11,2021-03-11 00:00:00,falta contexto,es,univision.com,
Video del presidente Ashraf Ghani huyendo de Afganistán en agosto de 2021,Varias fuentes,2021-08-15,2021-08-19 18:18:00,falso,es,factual.afp.com,false
El uso de mascarillas produce caries y deformaciones faciales,Quiropráctico Eric Nepute,2021-02-11,2021-03-10 00:00:00,falso,es,univision.com,false
"[T] No, Valencia no multará los balcones con banderas al equipararlas con la ropa tendida",,,2023-12-04 00:00:00,falso,es,maldita.es,false
"[T] No, Casa Tarradellas no se ha trasladado a Córdoba por la crisis catalana",,,2017-11-16 00:00:00,falso,es,maldita.es,false
Un video con un ejercicio respiratorio sirve para diagnosticar covid-19,Varias fuentes,2020-09-07,2020-09-09 15:02:00,falso,es,factual.afp.com,false
"[T] No, un hipopótamo no ha dejado hospitalizadas a 3 personas de un pedo",,,2017-10-30 00:00:00,falso,es,maldita.es,false
"[T] No, Podemos Málaga no ha hecho una soga con la bandera de España",,,2023-12-04 00:00:00,falso,es,maldita.es,false
"[T] No, la mujer de Puigdemont no ha huido a Rumanía",,,2023-12-04 00:00:00,falso,es,maldita.es,false
Fotografía muestra a niño palestino limpiando la sangre de su famlia asesinada por Israel en Gaza,Varias fuentes,2021-05-16,2021-05-21 22:07:00,falso,es,factual.afp.com,false
CNN y Clarissa Ward: reportaje escenificado en Israel,Varias fuentes,2023-10-11,2023-10-24 19:52:00,falso,es,factual.afp.com,false
Se encontraron miles de niños en túneles del Nuseo Getty,Varias fuentes,2023-07-21,2023-07-26 20:59:00,falso,es,factual.afp.com,false
White Hat Alliance encuentra alimentos almacenados por Cabal,Varias fuentes,2022-06-21,2022-07-11 18:05:00,falso,es,factual.afp.com,false
"Fieles musulmanes rezan en las calles de Estocolmo, en donde se impone la Sharía.",,,2023-10-04 00:00:00,falso,es,maldita.es,false
"[T] No, la señora desalojada el 1O no es la misma que ha sido fotografiada con Arnaldo Otegi",,,2017-10-05 00:00:00,falso,es,maldita.es,false
El video de la llegada del robot Perseverance en Marte es un montaje y se hizo en un desierto de la Tierra,Usuarios de Facebook,2021-02-22,2021-03-01 00:00:00,falso,es,univision.com,false
El banco central de Cuba no recibirá billetes que contengan la frase «PATRIA Y VIDA»,,,2021-02-26 00:00:00,falso,es,eltoque.com,false
Esta foto es del terremoto que sacudió Taiwán. ,,2024-04-04,2024-04-09 00:00:00,falso,es,univision.com,false
Video muestra el volcán Popocatépetl en acción.,,2023-05-14,2023-05-22 00:00:00,falso,es,univision.com,false
"Video muestra a cardiólogo atacado por representantes de la industria farmacéutica, en un programa de televisión, tras revelar “la verdad sobre el colesterol”.",,2023-05-17,2023-05-23 00:00:00,falso,es,univision.com,false
"Foto del juez Bruce Reinhart junto a Ghislaine Maxwell, vinculada a Epstein",Varias fuentes,2022-08-11,2022-08-13 17:05:00,falso,es,factual.afp.com,false
"Si la mascarilla tiene una sola capa de tela, puede usar otra encima para obtener el nivel recomendado de protección.","Jason McDonald, portavoz de los CDC",,2021-02-22 00:00:00,verdad,es,univision.com,
Las vacunas contra el covid-19 causan infertilidad,Usuarios de redes sociales,2020-12-26,2021-02-17 00:00:00,falso  no hay evidencia,es,univision.com,
"Trinidad Mendizábal Novo, experta en identidad de género, corponormatividad e identidad racial",,,2023-01-24 00:00:00,falso,es,maldita.es,false
China ha movilizado a su Armada por el conflicto en Gaza.,,2023-10-18,2023-10-25 00:00:00,engañoso,es,univision.com,mostly false
Este video es de un Walmart en Buffalo asaltado en diciembre de 2022,Varias fuentes,2022-12-26,2023-01-04 23:07:00,falso,es,factual.afp.com,false
American Airlines cesa rutas por pilotos muertos tras la vacuna anticovid,Varias fuentes,2023-01-11,2023-01-24 21:13:00,falso,es,factual.afp.com,false
Cuatro pilotos de avión de la compañía aérea British Airways han muerto por culpa de la vacuna contra el covid-19,Varias fuentes,2021-06-19,2021-07-01 12:38:00,engañoso,es,factual.afp.com,mostly false
Las principales aerolíneas discuten si es recomendable admitir a pasajeros vacunados contra el covid-19 por el riesgo de coágulos en la sangre,Varias fuentes,2021-06-04,2021-06-08 16:18:00,falso,es,factual.afp.com,false
¿En República Dominicana la gente no esté muriendo por covid-19?,Usuario de Facebook,2021-01-05,2021-02-08 00:00:00,falso,es,univision.com,false
¿El covid-19 es más mortal en hombres que en mujeres?,Usuarios de redes,2021-01-05,2021-02-09 00:00:00,verdad,es,univision.com,
¿El beisbolista Hank Aaron murió por vacunarse contra el covid-19?,Redes sociales,2021-01-05,2021-02-12 00:00:00,no hay evidencias,es,univision.com,
Las personas vacunadas contra el covid-19 no pueden viajar en avión,Varias fuentes,2021-06-14,2021-07-05 16:25:00,falso,es,factual.afp.com,false
"[T] No, ningún conductor ha confundido un control con un rodaje de Star Wars",,,2017-04-20 00:00:00,falso,es,maldita.es,false
Foto que muestra un enorme incendio y humo blanco esté relacionada con el aire contaminado de la ciudad de Nueva York.,,2023-06-07,2023-06-13 00:00:00,falso  fuera de contexto,es,univision.com,
Los perros pueden oler si alguien tiene coronavirus,Estadium Miami Heat,2021-01-28,2021-02-15 00:00:00,verdad,es,univision.com,
¿Esta foto que circula en redes sociales muestra botes congelados durante la tormenta invernal en Texas?,Redes sociales,2021-02-19,2021-02-19 00:00:00,falso,es,univision.com,false
Como me recuperé de covid-19 ya no debo usar mascarilla porque ya no contagio,Presidente de México,2021-02-08,2021-02-17 00:00:00,engañoso,es,univision.com,mostly false
"[T] No,  Podemos no ha exigido el fin de la procesiones",,,2023-12-04 00:00:00,falso,es,maldita.es,false
Caja de vacuna contra el covid-19 de AstraZeneca existía en 2018,Varias fuentes,2021-07-26,2021-07-28 18:22:00,falso,es,factual.afp.com,false
El congelamiento de las turbinas de viento fue el culpable de los apagones en Texas,Gobernador de Texas,2021-02-16,2021-02-18 00:00:00,falso,es,univision.com,false
Sorteo de visas para Estados Unidos,,,2021-02-17 00:00:00,falso,es,eltoque.com,false
CDC de EEUU advirtieron sobre brote de enfermedad parecida a polio en 2021,Varias fuentes,2021-08-24,2021-09-22 19:54:00,falso,es,factual.afp.com,false
Jefe de la OMS dijo que las dosis de refuerzo son usadas para matar niños,Varias fuentes,2021-12-23,2021-12-24 17:46:00,falso,es,factual.afp.com,false
La vacunación en Reino Unido está bajo investigación criminal,Varias fuentes,2022-01-20,2022-01-25 18:03:00,falso,es,factual.afp.com,false
"Fotos muestran “imágenes de los restos encontrados del submarino #Titan, de la empresa OceanGate”. ",,2023-06-22,2023-06-26 00:00:00,falso,es,univision.com,false
Los Simpsons predijeron la desaparición del sumergible Titán.,,,2023-06-23 00:00:00,falso,es,univision.com,false
La Suprema Corte de los Estados Unidos anuló la vacunación universal,Varias fuentes,2021-12-17,2021-12-29 16:46:00,falso,es,factual.afp.com,false
"Las vacunas son terapias génicas, hacen transgénesis y modifican el ADN",María Mirande,2021-07-10,2021-07-30 00:38:00,falso,es,factual.afp.com,false
Video muestra  michelada escarchada preparada con cenizas del volcán Popocatépetl. ,,2023-05-24,2023-06-01 00:00:00,falso,es,univision.com,false
"[T] No, no hay ninguna prueba de que exista el imán Hukfhas al Hirazh y que quiera debilitar España",,,2017-03-27 00:00:00,falso,es,maldita.es,false
"[T] No, Cáritas no ha rechazado ayudar a una mujer española por no ser inmigrante",,,2023-12-04 00:00:00,falso,es,maldita.es,false
Asintomático es lo mismo que inmune y no deben vacunarse,Varias fuentes,2021-02-16,2021-02-17 21:49:00,falso,es,factual.afp.com,false
Anthony Fauci negó la transmisión asintomática del covid-19,Varias fuentes,2020-08-29,2020-09-03 20:40:00,falso,es,factual.afp.com,false
Las mamografías no son seguras y sus beneficios no superan los riesgos.,,2023-10-18,2023-10-27 00:00:00,falso,es,univision.com,false
"[T] No, no se ha creado un cuerpo de policía encargado de los derechos animales en España",,,2023-12-04 00:00:00,falso,es,maldita.es,false
"Ese video muestra a personas que llevan “ayuda humanitaria” a Gaza, en el marco de la guerra entre Israel y Hamas. ",,2023-10-15,2023-10-26 00:00:00,falso  fuera de contexto,es,univision.com,
"[T] No,  psicólogos en Harvard no confirman que Peppa Pig cause problemas a los niños",,,2023-12-04 00:00:00,falso,es,maldita.es,false
Este video muestra a varios hombres que queman una hoja con la bandera de Estados Unidos en el marco del conflicto entre el grupo islamista Hamas e Israel iniciado el 7 de octubre de 2023.,https://www.instagram.com/tv/Cym85_QgMQJ/,2023-10-18,2023-10-27 00:00:00,fuera de contexto,es,univision.com,
"La Corte Suprema de Canadá aceptó demanda por crímenes de lesa humanidad presentada por Reiner Fuellmich, Robert Kennedy Jr. y Dolores Cahill",Varias fuentes,2021-05-08,2021-05-14 18:44:00,falso,es,factual.afp.com,false
Bill ha propuesto despoblar el planeta con vacunas,Video de Facebook,2020-02-25,2021-04-11 00:00:00,falso,es,univision.com,false
Hay una &quot;pandilla latino-rumana&quot; que te atacará si les avisas de que van con las luces apagadas del coche,,,2019-09-12 00:00:00,falso,es,maldita.es,false
Viktor Orbán dice que la presidencia de España del Consejo de la UE está siendo desastrosa.,,,2023-10-26 00:00:00,falso,es,maldita.es,false
"La fiabilidad de los tests PCR es nula. Los asintomáticos no existen. Kary Mullis, creador del PCR señaló que el test no sirve en la detección de virus",Varias fuentes,2020-07-26,2020-08-10 22:48:00,falso,es,factual.afp.com,false
"El Banco Central de Rusia ha anunciado oficialmente que la moneda rusa, el rublo, estará vinculada al oro a partir del 28 de marzo de 2022",Varias fuentes,2022-03-29,2022-04-13 18:28:00,falso,es,factual.afp.com,false
Terroristas de Hamás van casa por casa matando población israelí,,,2023-10-09 00:00:00,falso,es,maldita.es,false
SMS de ING que advierte de un cargo de 325 euros,,,2023-03-09 00:00:00,falso,es,maldita.es,false
Jane Goodall sugiriendo al Foro Económico Mundial que todos nuestros problemas se resolverían si la población de la Tierra se redujera en un 90%,Varias fuentes,2022-07-22,2022-08-16 23:09:00,falso,es,factual.afp.com,false
"Foto muestra al padre de Klaus Schwab, Eugen Shcwab, cercano a Hitler",Varias fuentes,2022-06-13,2022-06-22 17:11:00,falso,es,factual.afp.com,false
Información censurada: imputaciones y detenciones por corrupción de políticos de izquierda en Valencia,,,2023-01-11 00:00:00,falso,es,maldita.es,false
Hay una lista de vitaminas y suplementos para prevenir y curar el covid-19,Usuario de Twitter,2020-07-14,2021-03-29 00:00:00,falso,es,univision.com,false
Las vacunas causan enfermedades autoinmunes,quiropráctico Steven Baker,2021-01-13,2021-01-28 00:00:00,falso,es,univision.com,false
La cifra de fallecimientos por covid-19 en EEUU sí se acerca a la de los muertes estadounidenses en la Segunda Guerra Mundial,Joe Biden,2021-01-20,2021-01-21 00:00:00,falta contexto,es,univision.com,
Tres respetables científicos dan opiniones y argumentos comprobados en contra de las vacunas contra el coronavirus.,Usuarios de Facebook,2021-01-05,2021-01-22 00:00:00,engañoso,es,univision.com,mostly false
Está muriendo más gente de infartos que de covid-19 en Estados Unidos,Usuaria de Facebook,2021-01-05,2021-01-27 00:00:00,falso,es,univision.com,false
"Pfizer es dueña del laboratorio de Wuhan y hay evidencias de vínculos con Soros y Gates, como dice la cadena de Whatsapp",Usuarios de WhatsApp,2020-11-14,2021-01-28 00:00:00,falso,es,univision.com,false
"la gripe mató a 665,000 personas el año pasado en EEUU",Usuario de Facebook,2021-01-18,2021-02-03 00:00:00,falso,es,univision.com,false
Activista arroja facturas de gas a primer ministro italiano saliente Mario Draghi en 2022,Varias fuentes,2022-09-20,2022-09-26 21:44:00,falso,es,factual.afp.com,false
"Protesta contra la Unión Europea en Roma, Italia, en 2022",Varias fuentes,2022-09-25,2022-09-28 17:47:00,engañoso,es,factual.afp.com,mostly false
"Canadá aprobó en noviembre de 2022 una ley que permite la eutanasia para ""niños deprimidos""",Varias fuentes,2022-11-01,2022-11-22 21:19:00,falso,es,factual.afp.com,false
"Gobierno de Biden persigue a un agricultor amish por cultivar ""comida sana""",Tucker Carlson,2022-08-23,2022-09-12 22:53:00,engañoso,es,factual.afp.com,mostly false
Los CDC de Estados Unidos obligarán a niños en edad escolar a vacunarse contra covid-19.,Tucker Carlson,2022-10-19,2022-10-25 21:23:00,engañoso,es,factual.afp.com,mostly false
Japón prohibió los hornos de microondas y estos son dañinos para la salud,Varias fuentes,2023-03-29,2023-03-31 20:31:00,falso,es,factual.afp.com,false
Galería de Londres retirará pintura de Van Eyck porque personaje se parece a Putin,Varias fuentes,2023-03-30,2023-04-24 22:28:00,falso,es,factual.afp.com,false
Avión ruso derribado por el ejército de Ucrania,Varias fuentes,2022-02-25,2022-03-04 17:11:00,falso,es,factual.afp.com,false
"Un hombre gritó ""Allahu Akbar"" en un acto de Donald Trump.",Fuentes múltiples,2019-03-20,2019-08-05 21:40:00,falso,es,factual.afp.com,false
Ayuso contará con una pensión vitalicia de 8.500 euros al mes,,,2023-12-01 00:00:00,contexto,es,maldita.es,
Este video muestra un avión atacando objetivos terrestres y la activación de defensas antiaéreas en el conflicto entre Hamas e Israel.,,,2023-10-30 00:00:00,falso,es,univision.com,false
Imágenes de la Tierra tomadas por la misión Chandrayaan-2 de la India,Múltiples fuentes,2020-02-12,2020-02-14 18:46:00,falso,es,factual.afp.com,false
Este nido de murciélagos es la fuente del coronavirus en Wuhan China,Varias fuentes,2020-02-18,2020-02-20 22:22:00,falso,es,factual.afp.com,false
El coronavirus provoca estos operativos en China.,Varias fuentes,2020-03-05,2020-03-13 21:01:00,falso,es,factual.afp.com,false
SMS de Agencia Tributaria que pide tus datos para recibir una devolución inmediata no es de la Agencia Tributaria,,,2023-04-11 00:00:00,falso,es,maldita.es,false
Los hoteles cubanos sólo comercializarán sus servicios en MLC,Cubanet,,2001-03-08 00:00:00,falso,es,eltoque.com,false
Batman aparece entre los manifestantes pro Trump que asaltaron el Capitolio en Washington,Varias fuentes,2021-01-06,2021-01-07 18:35:00,falso,es,factual.afp.com,false
En india un conjunto de personas atacaron a un equipo de vacunadores contra el covid-19,Varias fuentes,2021-04-30,2021-05-05 22:45:00,falso,es,factual.afp.com,false
"Eutanasia: Jacques Attali escribió en 1981 y publicó en 2006 que hay que reducir la población, los mayores de 60-65 cuestan más de lo que producen",Varias fuentes,2021-05-01,2021-05-06 17:33:00,falso,es,factual.afp.com,false
"""Hoy cumple 146 años el hombre más viejo del mundo"".",,2023-05-22,2023-05-23 00:00:00,falso,es,univision.com,false
"Ya me vacuné, ¿aún así me puedo contagiar de Covid-19?",Aleida Rueda,2021-01-20,2021-01-20 00:00:00,5,es,saludconlupa.com,
El mundo respeta de nuevo a Estados Unidos,Donald Trump,2021-01-19,2021-01-20 00:00:00,engañoso,es,univision.com,mostly false
Terroristas entran por la frontera sur... heredamos una frontera abierta,Donald Trump,2021-01-12,2021-01-18 00:00:00,falso,es,univision.com,false
¿Trump está completamente libre de responsabilidad por llevar a sus seguidores al asalto al Congreso?,Redes sociales,2021-01-06,2021-01-13 00:00:00,falso,es,univision.com,false
La suspensión de cuentas a Trump por Twitter y Facebook no viola la Primera Enmienda de la Constitución,Redes sociales,2021-01-08,2021-01-13 00:00:00,falso,es,univision.com,false
Esta foto es de los participantes en la reunión con el Ministerio de Cultura,,2020-12-08,2020-12-12 00:00:00,falso,es,eltoque.com,false
Fernando Pérez y Jorge Perugorría fueron convocados por el MINCULT al diálogo con jóvenes y artistas,,2020-10-19,2020-11-28 00:00:00,falsa,es,eltoque.com,
Restricciones injustificadas de viaje a ciudadanos cubanos,Juventud Rebelde,2020-10-01,2020-10-26 00:00:00,falsa engañosa,es,eltoque.com,
Imagen relacionada con la Operación Peter Pan,Juventud Rebelde,,2020-10-26 00:00:00,falso,es,eltoque.com,false
"La proteína Spike del coronavirus, que se activa con las vacunas llega a las células testiculares y afecta  la fertilidad masculina",Redes sociales,2021-01-27,2021-02-17 00:00:00,falso  no hay evidencias,es,univision.com,
Este video muestra aldeanos agrediendo a equipos de vacunación contra el covid-19,Varias fuentes,2021-04-30,2021-05-11 21:20:00,falso,es,factual.afp.com,false
El uso diario de mascarillas provoca enfermedades neurodegenerativas,,,2022-02-04 00:00:00,contexto,es,maldita.es,
"En este video Ana García Vilchis recomienda, en la conferencia mañanera del presidente Andrés Manuel López Obrador, la participación en un programa de inversiones “seguras” para recibir asesoría y evitar caer en plataformas fraudulentas de inversión en petróleos.",,2023-10-23,2023-10-31 00:00:00,falso  manipulado,es,univision.com,
El cambio climático no es más que un montón de modelos informáticos que intentan decirnos qué va a suceder en 50 o 30 años,Rush Limbaugh,2019-02-17,2021-02-21 00:00:00,falso,es,univision.com,false
Incendio de torre 5G en India - Antena 5G arde en India,Varias fuentes,2021-05-25,2021-06-18 23:11:00,falso,es,factual.afp.com,false
Fue aprobada una “vacuna aérea” contra el covid-19 de Bill Gates para vacunar sin el consentimiento de las personas.,,2023-10-03,2023-10-28 00:00:00,falso,es,univision.com,false
Diseños rechazados de la Torre Eiffel en París,Varias fuentes,2022-08-15,2022-08-25 22:03:00,engañoso,es,factual.afp.com,mostly false
El símbolo de las protestas de Irán es el cabello de una mujer convertido en bandera,Varias fuentes,2022-09-24,2022-10-17 17:20:00,engañoso,es,factual.afp.com,mostly false
Video de una protesta en septiembre de 2022 en Irán,Varias fuentes,2022-09-25,2022-09-28 22:39:00,engañoso,es,factual.afp.com,mostly false
"Video de accidente aéreo en Nepal, el 15 de enero de 2023",Varias fuentes,2023-01-19,2023-01-23 22:04:00,falso,es,factual.afp.com,false
"[T] No, unos psicólogos de Harvard no han confirmado que Peppa Pig cause problemas a los niños",,,2017-03-30 00:00:00,falso,es,maldita.es,false
"[T] No, las propinas no serán obligatorias a partir de marzo",,,2017-03-13 00:00:00,falso,es,maldita.es,false
Este video muestra imágenes del “momento cuando el huracán Otis llegó a Acapulco”.,,2023-10-26,2023-10-31 00:00:00,falso,es,univision.com,false
Amazon ha lanzado una criptomoneda.,,2023-05-22,2023-06-02 00:00:00,falso,es,univision.com,false
La vacuna contra el covid-19 te hace gay,Rabino Daniel Asor,2021-01-11,2021-02-02 00:00:00,falso,es,univision.com,false
Video muestra el incendio de un autobús que transportaba peregrinos en Arabia Saudita,Varias fuentes,2023-03-27,2023-05-04 22:48:00,engañoso,es,factual.afp.com,mostly false
